codice_ipa,comune,cod_comune,provincia,cod_provincia,regione,cod_regione,importo_finanziamento,avviso,data_invio_candidatura,data_finanziamento,codice_cup,numero_finestra_temporale,numero_di_protocollo,stato_candidatura,misura,tipologia_ente
c_e205,Grottaglie,073008,TA,073,Puglia,16,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-11T10:55:26.000+0000,2022-08-02,J41F22000170006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f590,Monte Porzio Catone,058064,RM,058,Lazio,12,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-05T14:58:52.000+0000,2022-08-02,H81F22000100006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_d674,Fontanelle,026028,TV,026,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-27T08:19:33.000+0000,2022-08-02,J91F22000160006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i544,Scopa,002134,VC,002,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T08:55:29.000+0000,2022-08-02,F91F22000170006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g628,Pietrasanta,046024,LU,046,Toscana,09,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-10T07:54:15.000+0000,2022-08-02,G41F22001100002,2.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_a244,Alvito,060004,FR,060,Lazio,12,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T12:46:56.000+0000,2022-08-02,C61F22000180006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_b789,Carloforte,111010,SU,111,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T10:16:22.000+0000,2022-08-02,H51F22000110006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_l206i,Torano Castello,078148,CS,078,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-09T09:32:09.000+0000,2022-08-02,E31F22001040006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b895,Casal Velino,065028,SA,065,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-24T14:37:14.000+0000,2022-08-02,B71F22000970006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_m262,Cellole,061102,CE,061,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-24T13:05:53.000+0000,2022-08-02,J11F22000670006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b939,Casarza Ligure,010011,GE,010,Liguria,07,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T08:41:31.000+0000,2022-08-02,F71F22000040006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a882,Bisacquino,082010,PA,082,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-06T08:21:27.000+0000,2022-11-30,D91F22002570006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a842,Bianchi,078016,CS,078,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-05T16:23:10.000+0000,2022-08-02,E61F22000060006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c561,Cesa,061029,CE,061,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-05T16:26:21.000+0000,2022-08-02,H91F22000050006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i145,San Salvatore Telesino,062068,BN,062,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-29T11:23:25.000+0000,2022-08-02,F51F22001950006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h977,San Mango Piemonte,065121,SA,065,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-20T10:47:36.000+0000,2022-08-02,J11F22001850006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a960,Bonarcado,095015,OR,095,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-10T07:00:14.000+0000,2022-08-02,I51F22000880006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e880,Mandello Vitta,003090,NO,003,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-05T15:57:35.000+0000,2022-08-02,F31F22000040006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i193,Sant'Agata di Puglia,071052,FG,071,Puglia,16,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T12:05:27.000+0000,2022-08-02,I81F22000110006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i892,Sperlonga,059030,LT,059,Lazio,12,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-05T20:47:01.000+0000,2022-08-02,E31F22000010006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
C_E808,Magliano Alpi,004114,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-03T08:28:06.000+0000,2022-08-02,I21F22000120006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_i079,San Pellegrino Terme,016190,BG,016,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-03T13:29:12.000+0000,2022-08-02,E51F22000090006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e054,Giugliano in Campania,063034,,063,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T07:05:22.000+0000,2022-08-02,G91F22000090006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e060,Giungano,065058,SA,065,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-12T09:02:25.000+0000,2022-08-02,E11F22000030006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d656,Follonica,053009,GR,053,Toscana,09,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-02T11:34:40.000+0000,2022-08-02,C31F22000140006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h454,Roccavivara,070060,CB,070,Molise,14,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T07:32:29.000+0000,2022-08-02,G31F22000150006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b142,Breme,018022,PV,018,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-09T09:52:22.000+0000,2022-08-02,E31F22001320006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a028,Acireale,087004,CT,087,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T07:30:27.000+0000,2022-08-02,C41F22000150006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h826,San Donato di Lecce,075069,LE,075,Puglia,16,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-02T10:33:50.000+0000,2022-08-02,F61F22000140006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b865,Casalbordino,069015,CH,069,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T07:30:35.000+0000,2022-08-02,C91F22000020006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_b534,Campofilone,109004,FM,109,Marche,11,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T06:03:32.000+0000,2022-08-02,J41F22000100006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_l292,Torricella Verzate,018161,PV,018,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-24T13:26:34.000+0000,2022-08-02,H71F22000960006,2.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_a614,Baradili,095010,OR,095,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-25T09:48:21.000+0000,2022-08-02,D91F22000980006,2.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_l880,Vigliano Biellese,096077,BI,096,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-20T10:48:45.000+0000,2022-08-02,I51F22001060006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c977,Conzano,006061,AL,006,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-09T07:23:34.000+0000,2022-08-02,J71F22000910006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a468,Sinalunga,052033,SI,052,Toscana,09,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-11T08:02:52.000+0000,2022-08-02,E71F22000170006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i016,San Martino Valle Caudina,064083,AV,064,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-16T15:47:03.000+0000,2022-08-02,G61F22001260006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h590,Rotonda,076070,PZ,076,Basilicata,17,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-29T09:17:41.000+0000,2022-08-02,B11F22000040006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i095,San Pietro Apostolo,079115,CZ,079,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T09:44:16.000+0000,2022-08-02,F81F22000000006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c312,Castiglione delle Stiviere,020017,MN,020,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-12T06:36:01.000+0000,2022-08-02,J21F22000220006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_f104,Melfi,076048,PZ,076,Basilicata,17,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T12:01:21.000+0000,2022-08-02,D61F22000020006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h267,Riano,058081,RM,058,Lazio,12,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T08:50:28.000+0000,2022-08-02,D71F22000230006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_l087,Telgate,016212,BG,016,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T09:25:15.000+0000,2022-08-02,C91F22000000006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g220,Paderno Dugnano,015166,MI,015,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-09T14:37:20.000+0000,2022-08-02,E61F22001850006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i982,Strongoli,101025,KR,101,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-14T09:49:35.000+0000,2022-08-02,B71F22000020006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c792,Clavesana,004071,CN,004,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T08:53:31.000+0000,2022-08-02,F41F22000070006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_f207,Mileto,102021,VV,102,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T08:48:43.000+0000,2022-08-02,D51F22000160006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a887,Bisignano,078017,CS,078,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T08:41:37.000+0000,2022-08-02,F71F22000220007,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a459,Arzignano,024008,VI,024,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T11:10:56.000+0000,2022-08-02,F31F22000050006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c055,Castegnato,017040,BS,017,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-06T10:32:37.000+0000,2022-08-02,I11F22001010006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g957,Pozzoleone,024082,VI,024,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T08:03:32.000+0000,2022-08-02,C51F22000010006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i875,Soveria Simeri,079139,CZ,079,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T10:05:55.000+0000,2022-08-02,B51F22000060006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_l285,Torrevecchia Pia,018160,PV,018,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T09:57:40.000+0000,2022-08-02,G61F22000320006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i577,Segrate,015205,MI,015,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-08-22T08:32:20.000+0000,2022-11-30,B91F22002740006,5.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f141,Mercogliano,064049,AV,064,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-27T11:35:32.000+0000,2022-08-02,D81F22000000006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i622,Seravezza,046028,LU,046,Toscana,09,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-03T07:40:25.000+0000,2022-08-02,B81F22000270006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_g141,Ortona,069058,CH,069,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-03T09:27:00.000+0000,2022-08-02,H71F22000090006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c665,Chivasso,001082,TO,001,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-26T15:50:23.000+0000,2022-08-02,E91F22000180006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e591,Limbiate,108027,MB,108,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T09:20:13.000+0000,2022-08-02,E81F22000320006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_f611,Monterotondo,058065,RM,058,Lazio,12,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-11T11:09:50.000+0000,2022-08-02,I91F22000860006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i471,Savignano Irpino,064096,AV,064,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-11T15:08:05.000+0000,2022-08-02,J11F22000820006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c557,Cervinara,064025,AV,064,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-01T10:52:05.000+0000,2022-08-02,F21F22001170002,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_l103,Teramo,067041,TE,067,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-29T18:22:27.000+0000,2022-08-02,D41F22000160006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_a717,Battipaglia,065014,SA,065,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-03T09:27:59.000+0000,2022-08-02,B21F22000090006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h298,Rio Saliceto,035034,RE,035,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T11:58:18.000+0000,2022-08-02,I91F22000030006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_f642,Montese,036026,MO,036,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-17T10:19:12.000+0000,2022-08-02,C31F22001570006,3.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_a105,Aieta,078005,CS,078,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-11T10:12:31.000+0000,2022-08-02,E41F22000030006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b681,Cappelle sul Tavo,068006,PE,068,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T10:41:08.000+0000,2022-08-02,G71F22000080007,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_d304,Dipignano,078049,CS,078,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T10:39:17.000+0000,2022-08-02,I31F22000260006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f889,Nichelino,001164,TO,001,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-11T09:37:50.000+0000,2022-08-02,H11F22000000006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d261,Decollatura,079043,CZ,079,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-08-31T09:12:26.000+0000,2022-11-30,f81f22003300006,5.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f520,Montegiorgio,109017,FM,109,Marche,11,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T12:02:28.000+0000,2022-08-02,E81F22000060006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_a987,Bore,034005,PR,034,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T13:33:30.000+0000,2022-08-02,G51F22000080006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_l514,Talana,091088,NU,091,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-06T18:54:49.000+0000,2022-08-02,G71F22000030006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c357,Cattolica,099002,RN,099,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-15T11:02:13.000+0000,2022-08-02,G61F22000370006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g365,Pastrengo,023057,VR,023,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-22T12:38:35.000+0000,2022-08-02,C51F22000200006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g529,Pezzaze,017141,BS,017,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-22T11:02:07.000+0000,2022-08-02,B31F22001920006,3.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_d202,Cumiana,001097,TO,001,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-18T12:14:46.000+0000,2022-08-02,H61F22001230006,2.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_h642,Russi,039016,RA,039,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-01T10:22:05.000+0000,2022-08-02,B81F22001230006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f217,Mineo,087027,CT,087,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-05T17:03:34.000+0000,2022-08-02,E91F22000920006,2.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_f491,Montefalcione,064053,AV,064,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T10:53:15.000+0000,2022-08-02,F31F22000200006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g564,Pianico,016162,BG,016,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-02T16:26:14.000+0000,2022-08-02,E41F22000110006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i441,Saronno,012119,VA,012,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-02T11:51:22.000+0000,2022-08-02,E71F22000110006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_b591,Candidoni,080019,RC,080,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T16:51:48.000+0000,2022-08-02,I41F22000140006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i114,San Pietro in Guarano,078127,CS,078,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-07-13T14:14:20.000+0000,2022-11-30,D91F22002450006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_h774,San Benedetto Ullano,078112,CS,078,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-11T11:43:36.000+0000,2022-08-02,D31F22001300006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f239,Miranda,094027,IS,094,Molise,14,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T20:13:18.000+0000,2022-08-02,F91F22000040006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c674,Cicala,079030,CZ,079,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-12T12:34:08.000+0000,2022-08-02,I41F22001550006,3.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d486,Fanano,036011,MO,036,Emilia-Romagna,08,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-06-11T09:36:26.000+0000,2022-08-02,D61F22001990006,3.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_b428,Caltagirone,087011,CT,087,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T08:21:39.000+0000,2022-08-02,B21F22000000007,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c878,Colli a Volturno,094017,IS,094,Molise,14,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-13T11:04:19.000+0000,2022-08-02,I81F22000030006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f592,Montepulciano,052015,SI,052,Toscana,09,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T13:48:24.000+0000,2022-08-02,B71F22000040006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_l924,Villacidro,111096,SU,111,Sardegna,20,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-20T10:23:36.000+0000,2022-08-02,G11F22000260006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_l719,Velletri,058111,RM,058,Lazio,12,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T11:06:15.000+0000,2022-08-02,I11J22000090006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_f722,Moresco,109028,FM,109,Marche,11,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T08:03:11.000+0000,2022-08-02,B11F22000210006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_e447,Lapedona,109009,FM,109,Marche,11,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T07:26:12.000+0000,2022-08-02,B91F22000100006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_i644,Serradifalco,085018,CL,085,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T08:04:17.000+0000,2022-08-02,C51F22000060006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g945,Povegliano Veronese,023060,VR,023,Veneto,05,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-08T08:00:23.000+0000,2022-08-02,E81F22000010006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f552,Montelupone,043030,MC,043,Marche,11,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T08:19:28.000+0000,2022-08-02,H61F22000170006,1.0,25.0,R,1.4.4 Adozione identità digitale,Comune
c_c428,Celenza sul Trigno,069021,CH,069,Abruzzo,13,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-03T13:51:29.000+0000,2022-08-02,H61F22000140006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a350,Aradeo,075006,LE,075,Puglia,16,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-26T15:27:46.000+0000,2022-08-02,B61F22000990006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_d604,Fino del Monte,016099,BG,016,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-21T08:58:00.000+0000,2022-08-02,C41F22001060006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_g426,Pellezzano,065090,SA,065,Campania,15,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-03T13:28:33.000+0000,2022-08-02,C61F22000050006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_c506,Cerete,016071,BG,016,Lombardia,03,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-19T10:20:41.000+0000,2022-08-02,C31F22000980006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i058,San Nicola da Crissa,102035,VV,102,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T08:50:40.000+0000,2022-08-02,G11F22000210006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_i937,Squillace,079142,CZ,079,Calabria,18,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-07T10:05:54.000+0000,2022-08-02,C81F22000120006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_l378,Trento,022205,TN,022,Trentino-Alto Adige/Südtirol,04,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-08-02T11:40:24.000+0000,2022-11-30,D61F22002520006,4.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_a182,Alessandria,006003,AL,006,Piemonte,01,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-04-20T09:54:56.000+0000,2022-08-02,I31F22000030006,1.0,25.0,A,1.4.4 Adozione identità digitale,Comune
c_f065,Mazzarino,085009,CL,085,Sicilia,19,14000.0,1.4.4 Adozione SPID CIE  - Comuni - Aprile 2022,2022-05-31T11:51:06.000+0000,2022-08-02,F51F22001200006,2.0,25.0,A,1.4.4 Adozione identità digitale,Comune
